200329319190|UNDEFINED|1500365|5||{"id":448005321,"iccId":"200329319190","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.557+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005321||2020-08-03 20:18:34.557+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329319205|UNDEFINED|1500365|5||{"id":448005322,"iccId":"200329319205","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.778+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005322||2020-08-03 20:18:34.778+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329319218|UNDEFINED|1500365|5||{"id":448005323,"iccId":"200329319218","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.796+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005323||2020-08-03 20:18:34.796+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049236|UNDEFINED|1500365|5||{"id":448005324,"iccId":"200329049236","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.815+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005324||2020-08-03 20:18:34.815+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049241|UNDEFINED|1500365|5||{"id":448005325,"iccId":"200329049241","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.833+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005325||2020-08-03 20:18:34.833+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049245|UNDEFINED|1500365|5||{"id":448005326,"iccId":"200329049245","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.849+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005326||2020-08-03 20:18:34.849+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049247|UNDEFINED|1500365|5||{"id":448005327,"iccId":"200329049247","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:34 PM","modifiedOn":"Aug 3, 2020, 8:18:34 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:34.867+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005327||2020-08-03 20:18:34.867+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049248|UNDEFINED|1500365|5||{"id":448005328,"iccId":"200329049248","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:35 PM","modifiedOn":"Aug 3, 2020, 8:18:35 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:35.085+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005328||2020-08-03 20:18:35.085+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049255|UNDEFINED|1500365|5||{"id":448005329,"iccId":"200329049255","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:35 PM","modifiedOn":"Aug 3, 2020, 8:18:35 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:35.101+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005329||2020-08-03 20:18:35.101+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
200329049264|UNDEFINED|1500365|5||{"id":448005330,"iccId":"200329049264","mdnNo":"","meId":"","subsId":"","migratedYesNo":false,"price":50000.0,"channelId":"2","regionId":"6","clusterId":"158263","ownerType":"Distributor","ownerId":"83516","distributorId":"100005250","boxId":"0","productionWarehouseId":0,"distributionWarehouseId":0,"description":"VD Internet Unlimited 50K","createdUser":"ecluster","modifiedUser":"ecluster","createdOn":"Aug 3, 2020, 8:18:35 PM","modifiedOn":"Aug 3, 2020, 8:18:35 PM","assetStates":{"id":0},"status":"","doNumber":"0"}|0|0|2|158263|2020-08-03 20:18:35.116+0000|ecluster|VD Internet Unlimited 50K|0|100005250||448005330||2020-08-03 20:18:35.116+0000|ecluster|83516|Distributor|50000.0|FINI|VD Internet Unlimited 50K|0|6||
