448005321||0|2|158263|2020-08-03 20:18:34.557|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329319190||||2020-08-03 20:18:34.557|ecluster|83516|Distributor|50000||6||||0|1500365
448005322||0|2|158263|2020-08-03 20:18:34.778|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329319205||||2020-08-03 20:18:34.778|ecluster|83516|Distributor|50000||6||||0|1500365
448005323||0|2|158263|2020-08-03 20:18:34.796|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329319218||||2020-08-03 20:18:34.796|ecluster|83516|Distributor|50000||6||||0|1500365
448005324||0|2|158263|2020-08-03 20:18:34.815|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049236||||2020-08-03 20:18:34.815|ecluster|83516|Distributor|50000||6||||0|1500365
448005325||0|2|158263|2020-08-03 20:18:34.833|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049241||||2020-08-03 20:18:34.833|ecluster|83516|Distributor|50000||6||||0|1500365
448005326||0|2|158263|2020-08-03 20:18:34.849|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049245||||2020-08-03 20:18:34.849|ecluster|83516|Distributor|50000||6||||0|1500365
448005327||0|2|158263|2020-08-03 20:18:34.867|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049247||||2020-08-03 20:18:34.867|ecluster|83516|Distributor|50000||6||||0|1500365
448005328||0|2|158263|2020-08-03 20:18:35.085|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049248||||2020-08-03 20:18:35.085|ecluster|83516|Distributor|50000||6||||0|1500365
448005329||0|2|158263|2020-08-03 20:18:35.101|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049255||||2020-08-03 20:18:35.101|ecluster|83516|Distributor|50000||6||||0|1500365
448005330||0|2|158263|2020-08-03 20:18:35.116|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049264||||2020-08-03 20:18:35.116|ecluster|83516|Distributor|50000||6||||0|1500365
448005331||0|2|158263|2020-08-03 20:18:35.133|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049276||||2020-08-03 20:18:35.133|ecluster|83516|Distributor|50000||6||||0|1500365
448005332||0|2|158263|2020-08-03 20:18:35.152|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049287||||2020-08-03 20:18:35.152|ecluster|83516|Distributor|50000||6||||0|1500365
448005333||0|2|158263|2020-08-03 20:18:35.175|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049294||||2020-08-03 20:18:35.175|ecluster|83516|Distributor|50000||6||||0|1500365
448005334||0|2|158263|2020-08-03 20:18:35.193|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049299||||2020-08-03 20:18:35.193|ecluster|83516|Distributor|50000||6||||0|1500365
448005335||0|2|158263|2020-08-03 20:18:35.215|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049313||||2020-08-03 20:18:35.215|ecluster|83516|Distributor|50000||6||||0|1500365
448005336||0|2|158263|2020-08-03 20:18:35.232|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049317||||2020-08-03 20:18:35.232|ecluster|83516|Distributor|50000||6||||0|1500365
448005337||0|2|158263|2020-08-03 20:18:35.253|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049322||||2020-08-03 20:18:35.253|ecluster|83516|Distributor|50000||6||||0|1500365
448005338||0|2|158263|2020-08-03 20:18:35.272|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329049340||||2020-08-03 20:18:35.272|ecluster|83516|Distributor|50000||6||||0|1500365
448005339||0|2|158263|2020-08-03 20:18:35.293|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329526100||||2020-08-03 20:18:35.293|ecluster|83516|Distributor|50000||6||||0|1500365
448005340||0|2|158263|2020-08-03 20:18:35.313|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038011||||2020-08-03 20:18:35.313|ecluster|83516|Distributor|50000||6||||0|1500365
448005341||0|2|158263|2020-08-03 20:18:35.335|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038019||||2020-08-03 20:18:35.335|ecluster|83516|Distributor|50000||6||||0|1500365
448005342||0|2|158263|2020-08-03 20:18:35.555|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038028||||2020-08-03 20:18:35.555|ecluster|83516|Distributor|50000||6||||0|1500365
448005343||0|2|158263|2020-08-03 20:18:35.570|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038063||||2020-08-03 20:18:35.570|ecluster|83516|Distributor|50000||6||||0|1500365
448005344||0|2|158263|2020-08-03 20:18:35.584|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038068||||2020-08-03 20:18:35.584|ecluster|83516|Distributor|50000||6||||0|1500365
448005345||0|2|158263|2020-08-03 20:18:35.598|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038074||||2020-08-03 20:18:35.598|ecluster|83516|Distributor|50000||6||||0|1500365
448005346||0|2|158263|2020-08-03 20:18:35.613|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038082||||2020-08-03 20:18:35.613|ecluster|83516|Distributor|50000||6||||0|1500365
448005347||0|2|158263|2020-08-03 20:18:35.628|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329038085||||2020-08-03 20:18:35.628|ecluster|83516|Distributor|50000||6||||0|1500365
448005348||0|2|158263|2020-08-03 20:18:35.644|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258434||||2020-08-03 20:18:35.644|ecluster|83516|Distributor|50000||6||||0|1500365
448005349||0|2|158263|2020-08-03 20:18:35.659|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258438||||2020-08-03 20:18:35.659|ecluster|83516|Distributor|50000||6||||0|1500365
448005350||0|2|158263|2020-08-03 20:18:35.676|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258471||||2020-08-03 20:18:35.676|ecluster|83516|Distributor|50000||6||||0|1500365
448005351||0|2|158263|2020-08-03 20:18:35.693|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258472||||2020-08-03 20:18:35.693|ecluster|83516|Distributor|50000||6||||0|1500365
448005352||0|2|158263|2020-08-03 20:18:35.712|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258478||||2020-08-03 20:18:35.712|ecluster|83516|Distributor|50000||6||||0|1500365
448005353||0|2|158263|2020-08-03 20:18:35.932|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258484||||2020-08-03 20:18:35.932|ecluster|83516|Distributor|50000||6||||0|1500365
448005354||0|2|158263|2020-08-03 20:18:36.150|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258487||||2020-08-03 20:18:36.150|ecluster|83516|Distributor|50000||6||||0|1500365
448005355||0|2|158263|2020-08-03 20:18:36.166|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258492||||2020-08-03 20:18:36.166|ecluster|83516|Distributor|50000||6||||0|1500365
448005356||0|2|158263|2020-08-03 20:18:36.588|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258507||||2020-08-03 20:18:36.588|ecluster|83516|Distributor|50000||6||||0|1500365
448005357||0|2|158263|2020-08-03 20:18:36.606|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258514||||2020-08-03 20:18:36.606|ecluster|83516|Distributor|50000||6||||0|1500365
448005358||0|2|158263|2020-08-03 20:18:36.620|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258517||||2020-08-03 20:18:36.620|ecluster|83516|Distributor|50000||6||||0|1500365
448005359||0|2|158263|2020-08-03 20:18:36.638|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258526||||2020-08-03 20:18:36.638|ecluster|83516|Distributor|50000||6||||0|1500365
448005360||0|2|158263|2020-08-03 20:18:36.654|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258537||||2020-08-03 20:18:36.654|ecluster|83516|Distributor|50000||6||||0|1500365
448005361||0|2|158263|2020-08-03 20:18:36.670|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258540||||2020-08-03 20:18:36.670|ecluster|83516|Distributor|50000||6||||0|1500365
448005362||0|2|158263|2020-08-03 20:18:36.684|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258550||||2020-08-03 20:18:36.684|ecluster|83516|Distributor|50000||6||||0|1500365
448005363||0|2|158263|2020-08-03 20:18:36.698|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258551||||2020-08-03 20:18:36.698|ecluster|83516|Distributor|50000||6||||0|1500365
448005364||0|2|158263|2020-08-03 20:18:36.715|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258556||||2020-08-03 20:18:36.715|ecluster|83516|Distributor|50000||6||||0|1500365
448005365||0|2|158263|2020-08-03 20:18:36.732|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258557||||2020-08-03 20:18:36.732|ecluster|83516|Distributor|50000||6||||0|1500365
448005366||0|2|158263|2020-08-03 20:18:36.747|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200329258561||||2020-08-03 20:18:36.747|ecluster|83516|Distributor|50000||6||||0|1500365
448005367||0|2|158263|2020-08-03 20:18:36.968|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200328964581||||2020-08-03 20:18:36.968|ecluster|83516|Distributor|50000||6||||0|1500365
448005368||0|2|158263|2020-08-03 20:18:36.984|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200328964582||||2020-08-03 20:18:36.984|ecluster|83516|Distributor|50000||6||||0|1500365
448005369||0|2|158263|2020-08-03 20:18:37.203|ecluster|VD Internet Unlimited 50K|-              |100005250|0||200328964590||||2020-08-03 20:18:37.203|ecluster|83516|Distributor|50000||6||||0|1500365
